"gender","age","height","weight","nc.score"
"6752","Male",19,185,78.1,1.51
"6753","Male",20,188,87.1,2.39
"6754","Female",45,169,63.3,1.84
"6755","Female",19,169,72.1,2.14
"6756","Male",20,163,69.4,2.4
"6757","Female",19,166,70.6,3.83
"6758","Male",24,174,69.9,1.47
"6759","Male",32,184,83.2,1.55
"6760","Female",21,168,72.8,1.35
"6761","Female",58,160,66.4,3.54
"6762","Male",22,174,76.3,2.05
"6763","Female",20,160,61.4,3.44
"6764","Male",19,192,88.1,2.83
"6765","Male",20,185,86.8,2.8
"6766","Female",20,164,66.2,2.22
"6767","Female",19,168,66.5,1.37
"6768","Female",24,167,67.6,2.58
"6769","Female",19,151,56.9,1.16
"6770","Female",22,157,68.4,2.65
"6771","Male",20,176,79.7,1.4
"6772","Male",20,172,76.2,3.99
"6773","Female",22,176,72.5,2.68
"6774","Female",21,158,63.2,2.91
"6775","Male",22,174,76.9,2.71
"6776","Male",21,182,81.8,2.62
"6777","Female",19,166,63.7,1.86
"6778","Female",22,169,75.8,2.65
"6779","Female",22,158,64.7,2.57
"6780","Male",18,180,74.9,3.38
"6781","Female",22,158,64.5,1.17
"6782","Male",26,181,77.4,1.6
"6783","Female",22,169,71.7,3.66
"6784","Male",19,188,87.3,1.84
"6785","Male",19,185,84.6,2.42
"6786","Female",20,171,74.2,1.16
"6787","Male",25,174,72.6,2.86
"6788","Male",21,183,83.5,1.19
"6789","Female",22,165,65.7,3.58
"6790","Female",20,171,71,2.83
"6791","Female",29,158,63,2.26
"6792","Female",27,165,67.9,1.72
"6793","Male",22,169,72.7,1.38
"6794","Male",19,168,67.6,1.85
"6795","Female",25,142,59.4,2.95
"6796","Male",23,178,76.7,2.68
"6797","Female",19,154,64.6,2.39
"6798","Male",19,170,67.7,2.48
"6799","Male",21,188,86.2,2.59
"6800","Male",20,168,67.8,2.86
"6801","Male",21,187,84.5,1.27
"6802","Male",21,191,85.4,3.23
"6803","Female",22,171,74,2.56
"6804","Male",22,178,79,3.38
"6805","Female",61,172,68.8,3.66
"6806","Male",24,172,72.3,1.11
"6807","Female",20,165,68.5,1.49
"6808","Female",22,170,72.2,2.66
"6809","Male",22,194,97.4,2.85
"6810","Male",21,197,96.1,1.97
"6811","Female",57,180,75,1.66
"6812","Male",22,185,80.5,2.36
"6813","Female",21,158,63.7,1.1
"6814","Female",20,176,75.9,1.77
"6815","Male",22,185,82.7,1.49
"6816","Female",20,169,65.3,1.94
"6817","Female",22,175,73.4,2.06
"6818","Female",47,166,69.5,1.52
"6819","Female",24,162,64.6,1.71
"6820","Male",21,190,89.6,3.88
"6821","Female",41,150,60.2,1.48
"6822","Male",22,168,73,3.26
"6823","Male",20,201,105.5,2.62
"6824","Female",22,160,64.4,2.06
"6825","Female",19,147,59.1,2.55
"6826","Female",19,172,71.4,2.73
"6827","Female",19,158,65,1.03
"6828","Female",20,162,68.3,1.97
"6829","Male",20,181,76,1.92
"6830","Female",21,164,61.7,2.79
"6831","Male",19,170,75,2.33
"6832","Male",19,160,66.1,2.48
"6833","Female",20,148,65,3.93
"6834","Female",20,155,61.5,3.86
"6835","Female",21,169,71.3,3.84
"6836","Female",20,164,68.1,1.59
"6837","Female",23,169,66.8,1.67
"6838","Male",22,190,93.1,1.13
"6839","Male",23,164,62.1,1.31
"6840","Female",21,161,66,1.83
"6841","Female",21,174,74,1.4
"6842","Male",22,189,91.9,1.64
"6843","Female",22,166,61.3,1.13
"6844","Female",21,160,66.6,1.36
"6845","Female",19,169,64.7,1.02
"6846","Male",19,174,74.8,3.15
"6847","Male",22,173,70.9,2.37
"6848","Male",19,173,75.9,2.81
"6849","Female",20,149,59.2,2.5
"6850","Male",22,179,76.4,3.22
"6851","Female",19,162,65.7,3.9
"6852","Male",24,184,85.7,2.61
"6853","Female",23,172,73.6,1.97
"6854","Female",22,154,61.2,2.75
"6855","Female",22,158,64.9,1.73
"6856","Male",26,182,80.4,1.2
"6857","Male",19,178,71.1,2.61
"6858","Male",20,171,71.3,3.29
"6859","Male",22,169,70.4,3.21
"6860","Male",21,177,75.7,3.32
"6861","Female",20,180,77,1.32
"6862","Female",25,170,73.2,1.52
"6863","Male",22,182,80,1.05
"6864","Female",21,170,71.8,1.72
"6865","Female",23,160,71.2,1.83
"6866","Female",20,153,62.9,1.78
"6867","Female",21,162,66.7,1.61
"6868","Male",22,174,73.2,1.01
"6869","Female",23,164,62,1.36
"6870","Female",20,171,74.1,1.08
"6871","Female",22,166,64.9,2.08
"6872","Male",23,161,66.9,2.85
"6873","Male",20,175,70.9,1.5
"6874","Female",24,164,66.8,1.37
"6875","Male",21,182,81.4,3.88
"6876","Female",22,177,79,2.12
"6877","Female",22,172,72.3,1.98
"6878","Female",23,159,66.6,1.05
"6879","Female",20,159,57.6,1.74
"6880","Female",20,166,67.2,1.45
"6881","Male",21,172,69.5,1.95
"6882","Female",23,161,62.8,1.66
"6883","Female",23,170,70.5,3.19
"6884","Male",19,185,88.2,2.24
"6885","Male",20,176,80.2,2.11
"6886","Female",21,168,64.6,1.91
"6887","Female",19,169,70.3,1.28
"6888","Male",19,181,81.9,2
"6889","Female",24,168,67.2,1.54
"6890","Female",20,161,61.9,2.9
"6891","Female",24,178,77.7,1.61
"6892","Male",21,185,80.6,1.1
"6893","Female",23,175,78.4,2.35
"6894","Female",22,164,65.3,1.17
"6895","Female",21,156,60.8,1.64
"6896","Male",19,176,73.1,1.2
"6897","Male",25,177,78.8,2.63
"6898","Male",19,174,70.1,3.06
"6899","Male",21,168,67,2.35
"6900","Female",23,169,66.8,2.94
"6901","Male",21,178,76.1,1.17
"6902","Female",25,167,67.6,1.17
"6903","Male",22,183,83.2,2.75
"6904","Female",19,166,68.2,1.73
"6905","Female",23,172,70.2,1.5
"6906","Male",21,189,88.3,2.17
"6907","Male",26,172,69.7,1.4
"6908","Male",22,182,81.5,1.31
"6909","Male",20,191,89.1,1.57
"6910","Male",18,182,77.4,2.82
"6911","Female",20,156,58.8,2.41
"6912","Female",18,157,62.5,2.97
"6913","Male",20,182,83.5,1.31
"6914","Male",23,174,72.2,3.37
"6915","Female",24,155,61.4,1.26
"6916","Female",24,178,77.4,1.12
"6917","Male",26,177,79.7,2.41
"6918","Female",22,172,71,1.27
"6919","Male",24,174,75.2,2.75
"6920","Male",22,175,77.1,3.07
"6921","Female",21,161,67.1,1.46
"6922","Male",20,177,76.4,1.18
"6923","Male",21,187,81.7,1.21
"6924","Female",23,161,65.8,2.49
"6925","Female",22,163,62.8,1.49
"6926","Male",24,176,71.8,2.58
"6927","Female",19,153,64.4,2.01
"6928","Male",22,178,75.6,3.88
"6929","Male",21,180,81.5,1.83
"6930","Female",19,156,64.8,1.84
"6931","Male",23,188,85.4,1.6
"6932","Male",24,164,65.2,1.94
"6933","Male",23,174,71.5,3.28
"6934","Male",23,200,104.8,2.22
"6935","Female",21,153,61.9,2.38
"6936","Female",24,162,69.2,3.88
"6937","Female",26,172,74.2,1.21
"6938","Female",21,165,67.7,1.26
"6939","Male",24,183,85.2,2.1
"6940","Male",21,184,82.3,3.92
"6941","Male",20,180,80.1,3.39
"6942","Female",20,175,77.1,2.73
"6943","Male",21,181,81.7,3.03
"6944","Male",24,186,85.6,2.89
"6945","Female",19,174,71.8,1.35
"6946","Male",25,177,77.7,2.94
"6947","Female",21,168,65.4,3.95
"6948","Female",39,149,64.9,1.3
"6949","Female",20,150,61.3,2.58
"6950","Female",23,174,74.7,2.19
"6951","Male",23,172,73.6,2.24
"6952","Female",21,171,68.2,2.87
"6953","Female",21,171,68.8,1.1
"6954","Male",21,186,85.6,2.21
"6955","Male",21,176,76.8,2.13
"6956","Female",22,173,72.5,2.84
"6957","Female",21,151,62.1,1.87
"6958","Male",22,176,74.2,2.16
"6959","Male",22,185,84,1.22
"6960","Female",19,153,61.5,1.41
"6961","Male",21,193,97.4,1.2
"6962","Female",21,162,70.6,3.49
"6963","Female",20,161,65.8,1.79
"6964","Female",18,153,63.3,3.9
"6965","Male",22,182,81.6,1.47
"6966","Female",23,162,64.2,2.6
"6967","Male",27,168,69.6,1.57
"6968","Female",24,162,67.9,1.49
"6969","Female",20,157,60.8,1.28
"6970","Male",23,182,76.7,1.94
"6971","Female",22,163,61.4,1.31
"6972","Male",25,173,76.8,3.08
"6973","Male",24,175,74.2,3.07
"6974","Male",19,186,84.6,2.19
"6975","Female",22,160,63.9,3.4
"6976","Female",21,168,73.5,1.46
"6977","Female",19,152,59.7,1.46
"6978","Female",24,167,69.7,3.43
"6979","Female",22,168,65.8,3.76
"6980","Male",20,164,72.8,2.01
"6981","Male",21,174,79.5,2.01
"6982","Female",22,151,58.9,3.78
"6983","Male",23,170,71.1,2.45
"6984","Female",20,165,70.6,1.45
"6985","Male",22,175,71.6,3.37
"6986","Female",23,170,70.8,1.48
"6987","Female",20,182,82,2.85
"6988","Female",20,158,56.8,1.43
"6989","Male",19,181,81.5,2.44
"6990","Male",25,185,84.2,1.29
"6991","Male",21,172,76.1,1.24
"6992","Female",23,158,60.8,1.37
"6993","Female",20,171,71,2.4
"6994","Female",21,154,63.4,1.41
"6995","Male",27,169,69.4,2.29
"6996","Male",20,170,73.3,1.91
"6997","Female",18,164,64.2,3.13
"6998","Female",19,156,61.8,2.07
"6999","Female",19,169,72.3,1.65
"7000","Male",28,177,73.6,1.93
"7001","Male",21,162,64,1.28
"7002","Male",20,172,74.5,1.15
"7003","Male",21,189,85.8,1.43
"7004","Female",24,158,62,2.27
"7005","Female",21,155,56.5,3.92
"7006","Female",20,160,63.3,2.52
"7007","Female",19,161,67.4,2.01
"7008","Female",20,162,62.9,2.91
"7009","Male",21,171,69.9,2.67
"7010","Female",23,173,75.6,2.81
"7011","Female",22,158,61.5,1.51
"7012","Female",24,155,60,1.24
"7013","Female",22,175,71.9,2.68
"7014","Female",20,156,65.2,3.3
"7015","Male",21,192,96.4,1.01
"7016","Female",22,163,66.7,1.53
"7017","Female",23,151,62,2.84
"7018","Male",20,188,85.1,3.4
"7019","Male",59,177,76.8,3
"7020","Male",21,178,79.2,3.06
"7021","Female",25,164,68.7,2.31
"7022","Male",18,180,78.7,1.88
"7023","Male",21,175,78.7,1.71
"7024","Female",20,160,67.1,1.16
"7025","Male",21,193,91.4,1.21
"7026","Female",20,169,67,2.9
"7027","Female",22,159,66.2,1.61
"7028","Male",22,186,83.3,1.29
"7029","Female",21,166,68.4,3.36
"7030","Female",19,160,63.6,1.51
"7031","Female",19,168,69,1.15
"7032","Female",22,162,66,1.93
"7033","Female",23,158,64,3.38
"7034","Female",22,168,69.5,2.07
"7035","Male",20,180,78.4,2.91
"7036","Male",18,171,70.8,2.9
"7037","Male",18,179,79.6,2.28
"7038","Male",22,177,75.8,2.22
"7039","Female",24,175,76.6,2.34
"7040","Male",22,186,83.6,1.98
"7041","Male",18,177,75.2,1.01
"7042","Male",23,184,81,1.92
"7043","Male",22,187,83,2.3
"7044","Female",22,154,65.8,3.65
"7045","Male",24,173,74.3,1.57
"7046","Female",24,160,63.2,2.75
"7047","Male",22,171,71.9,3.18
"7048","Female",19,160,68.3,2.63
"7049","Female",18,166,66.5,1.99
"7050","Female",21,174,74.9,1.5
"7051","Male",21,178,79.7,2.78
"7052","Female",20,161,63.7,2.19
"7053","Male",22,174,70.6,1.42
"7054","Male",25,174,73.6,1.31
"7055","Male",26,187,83.6,1.74
"7056","Female",22,172,72.5,2.73
"7057","Female",20,173,70.2,3.16
"7058","Female",20,176,78.8,1.7
"7059","Male",23,186,85.4,2.62
"7060","Female",20,163,71.4,3.86
"7061","Female",21,159,67.4,1.35
"7062","Female",20,165,71.1,2.49
"7063","Male",19,190,85.7,1.17
"7064","Female",19,149,58.5,1.79
"7065","Female",18,166,67.4,2.58
"7066","Male",21,173,72.8,3.04
"7067","Female",20,162,68.4,2.5
"7068","Male",20,185,85.4,2.38
"7069","Female",25,174,75.5,2.64
"7070","Female",20,165,68.1,1.92
"7071","Male",18,178,77.1,2.78
"7072","Female",21,164,62.9,2.44
"7073","Female",23,170,65.2,2.29
"7074","Female",23,170,71.1,1.69
"7075","Female",22,167,67.3,1.54
"7076","Male",19,188,89.6,2.63
"7077","Male",20,189,86.9,3.82
"7078","Male",21,169,72.4,1.82
"7079","Female",20,156,65.2,3.17
"7080","Female",21,174,75.1,2.62
"7081","Male",22,190,90.7,2.41
"7082","Male",23,195,95.8,2.2
"7083","Female",21,156,63.1,3.97
"7084","Male",22,188,90.2,2.71
"7085","Female",21,150,56.1,3.16
"7086","Female",22,170,70.6,1.23
"7087","Male",20,164,68.9,2.25
"7088","Female",22,154,63.1,3.02
"7089","Female",20,146,57.6,1.66
"7090","Male",22,181,79.8,2.05
"7091","Female",23,167,64.7,1.31
"7092","Male",20,191,88.8,2.27
"7093","Female",23,174,72.4,2.02
"7094","Female",23,160,61.6,1.73
"7095","Male",22,187,91.2,1.63
"7096","Female",22,171,74.9,1.67
"7097","Female",20,165,66.3,1.39
"7098","Female",21,171,71.1,2.23
"7099","Female",23,173,70.7,1.75
"7100","Male",39,169,75,1.17
"7101","Male",19,182,78,1.82
"7102","Male",20,186,86.9,1.57
"7103","Male",22,174,73.2,2.63
"7104","Male",19,175,77.5,2.45
"7105","Female",20,160,65.3,1.81
"7106","Male",18,182,82,1.23
"7107","Female",21,156,66.7,2.19
"7108","Female",21,174,75.3,2.18
"7109","Female",23,164,66.1,1.76
"7110","Male",21,188,88.7,1.18
"7111","Male",21,166,67.7,2.9
"7112","Male",19,180,74.7,2.15
"7113","Female",23,164,69,1.42
"7114","Male",23,172,71.3,3.26
"7115","Male",22,180,75.1,2.5
"7116","Female",18,150,59.2,2.1
"7117","Female",21,164,65.2,2.04
"7118","Male",20,188,89.8,2.26
"7119","Male",22,168,68.3,1.27
"7120","Male",23,191,92.9,2.44
"7121","Male",23,181,77.4,1.44
"7122","Female",28,163,63.7,2.89
"7123","Female",24,160,67.2,1.1
"7124","Male",18,187,83.8,2.88
"7125","Female",19,161,66.2,1.91
"7126","Male",20,174,70.9,1.73
"7127","Male",20,174,72.7,2.37
"7128","Male",18,176,79.4,1.84
"7129","Female",20,169,71.6,3.57
"7130","Female",22,169,65.5,2.61
"7131","Male",23,182,82.5,3.06
"7132","Male",21,188,90.2,3.14
"7133","Female",22,153,64.5,2.44
"7134","Male",21,172,65.8,2.44
"7135","Female",21,174,75.5,1.55
"7136","Female",20,148,57.8,1.51
"7137","Male",21,174,68.7,3.12
"7138","Male",23,177,72.2,3.53
"7139","Female",22,171,70,3.21
"7140","Male",21,178,78.8,2.02
"7141","Male",18,173,77.6,1.99
"7142","Female",18,157,66,1.81
"7143","Female",23,167,63.7,2.79
"7144","Male",20,168,70.2,1.62
"7145","Female",19,166,65.8,3.45
"7146","Female",22,158,65.2,2.7
"7147","Male",22,151,62.3,2.68
"7148","Female",23,163,61.9,1.82
"7149","Male",21,182,82.9,3.59
"7150","Male",21,182,81.8,2.56
"7151","Male",27,189,88.9,1.87
"7152","Female",22,167,66.1,3.15
"7153","Male",22,176,78.8,2.05
"7154","Female",62,160,63.6,2.95
"7155","Male",22,186,85.4,1.75
"7156","Male",21,183,80.7,2.78
"7157","Male",21,196,94.6,1.42
"7158","Male",19,185,85.3,2.89
"7159","Female",23,163,67,1.68
"7160","Male",20,176,77.9,1.42
"7161","Female",22,174,75.1,3.34
"7162","Female",55,177,77.5,2.78
"7163","Male",20,174,72.3,1.13
"7164","Male",22,171,68.7,1.41
"7165","Male",22,186,83,1.99
"7166","Male",25,175,72.7,2.88
"7167","Male",51,174,71,1.68
"7168","Female",21,164,70.5,2.48
"7169","Male",18,182,79.1,2.7
"7170","Male",21,175,72.6,2.74
"7171","Male",21,184,83.1,2.55
"7172","Male",21,167,69.8,1.63
"7173","Female",23,156,62.6,2.43
"7174","Male",21,171,74.7,3.49
"7175","Female",20,169,64.7,1.1
"7176","Male",40,176,75.9,1.98
"7177","Female",24,179,76.8,2.44
"7178","Male",23,186,80.7,1.73
"7179","Female",55,152,60.5,1.93
"7180","Female",24,168,73.5,1.54
"7181","Male",20,191,92.3,1.05
"7182","Female",26,172,75.1,1.5
"7183","Female",19,162,63.8,3
"7184","Male",21,194,97.9,2.71
"7185","Female",25,165,69.7,1.54
"7186","Female",21,171,73,1.09
"7187","Male",20,188,85.6,1.28
"7188","Female",22,164,68,1.42
"7189","Female",23,172,67.5,1.62
"7190","Female",19,172,70.4,1.17
"7191","Female",20,167,72,1.61
"7192","Female",20,156,64.2,1.31
"7193","Female",20,162,67.4,1.59
"7194","Male",29,185,79.9,1.3
"7195","Male",18,188,89.3,2.46
"7196","Male",22,178,72.7,1.98
"7197","Female",19,156,58.5,1.61
"7198","Male",21,168,67.7,1.97
"7199","Female",20,173,71.7,1.71
"7200","Female",61,161,68.3,2.3
"7201","Male",22,181,81.1,2.75
"7202","Male",20,179,79.6,1.62
"7203","Female",20,168,69.9,1.18
"7204","Male",21,181,80.9,3.4
"7205","Male",19,166,71,1.96
"7206","Male",21,165,67.1,1.52
"7207","Male",20,179,74.3,2.34
"7208","Female",20,168,68.3,1.41
"7209","Male",22,180,77.8,3.17
"7210","Female",25,160,63.3,1.18
"7211","Male",24,191,90,1.21
"7212","Female",23,185,82.2,1.12
"7213","Female",19,164,67.4,2.19
"7214","Male",22,184,82.8,2.35
"7215","Female",23,162,70.7,2.24
"7216","Female",21,156,58.9,3.27
"7217","Male",24,191,87.1,1.09
"7218","Female",18,158,63.4,2.96
"7219","Male",19,178,76.6,3.07
"7220","Male",23,174,70.7,3.43
"7221","Male",19,186,81.7,3.46
"7222","Female",19,162,65,1.32
"7223","Male",19,174,75.7,1.97
"7224","Male",22,179,77,2.48
"7225","Male",21,185,80,1.54
"7226","Male",19,167,71.8,1.64
"7227","Female",21,155,63,2.09
"7228","Male",26,184,86.5,1.32
"7229","Male",19,194,93,1.59
"7230","Female",22,176,74.8,2.78
"7231","Female",19,171,77.9,1.87
"7232","Female",21,163,67.5,1.98
"7233","Male",23,180,76.5,3.11
"7234","Male",22,174,73.4,2.24
"7235","Male",20,171,70.7,1.77
"7236","Female",21,156,64.8,1.76
"7237","Female",21,162,67.4,1.8
"7238","Female",21,164,68.1,1.17
"7239","Female",23,156,65.9,2.64
"7240","Female",20,163,63.1,3.5
"7241","Female",21,155,65.2,2.56
"7242","Male",22,173,71,3.85
"7243","Female",22,176,73.2,2.56
"7244","Male",19,184,81.3,2.63
"7245","Female",25,170,75.3,2.54
"7246","Male",18,183,83.1,1.04
"7247","Female",22,159,67.2,1.67
"7248","Female",22,152,59.8,1.25
"7249","Female",21,168,68.9,1.61
"7250","Female",26,161,65.9,3.2
"7251","Female",20,156,62.6,2.15
"7252","Female",23,161,64.6,1.92
"7253","Female",22,152,61.6,2.33
"7254","Male",19,181,77.5,3.57
"7255","Male",21,174,73,1.1
"7256","Female",20,173,67.6,3.81
"7257","Female",23,152,60.5,1.52
"7258","Female",20,173,78.6,1.83
"7259","Female",20,159,63.5,1.09
"7260","Male",22,181,78.7,1.73
"7261","Female",22,162,66.9,1.86
"7262","Male",22,195,91.5,1.65
"7263","Male",20,171,72.7,1.42
"7264","Male",24,181,81.7,2.71
"7265","Male",21,165,68.3,1.31
"7266","Female",19,164,67.7,2.54
"7267","Female",22,156,61.7,2
"7268","Male",21,168,71.8,1.12
"7269","Female",21,147,60,3.51
"7270","Female",20,157,66.1,1.87
"7271","Female",20,168,68.5,3.78
"7272","Male",39,160,66.2,2.93
"7273","Female",20,162,63.2,1.47
"7274","Male",26,187,88.5,1.2
"7275","Female",23,164,67.2,2.42
"7276","Female",19,157,64.5,2.91
"7277","Male",24,180,74.9,3.01
"7278","Male",53,188,87.9,3.23
"7279","Male",19,174,73.5,1.35
"7280","Male",21,202,105.3,2.09
"7281","Female",21,162,67.5,2.44
"7282","Female",62,161,63.4,2.43
"7283","Female",23,153,63.3,2.32
"7284","Male",24,195,96,1.6
"7285","Female",20,152,61.6,2.17
"7286","Female",19,170,71.2,1.39
"7287","Male",26,175,75.9,1.99
"7288","Male",19,161,66,2.13
"7289","Male",21,170,69.4,3.12
"7290","Female",23,161,68,1.03
"7291","Female",26,176,72.8,1.22
"7292","Female",21,162,63.3,1.69
"7293","Male",18,184,79.7,1.13
"7294","Female",22,154,61.1,2.97
"7295","Male",27,177,80,1.29
"7296","Female",23,158,64.5,2.44
"7297","Female",24,159,65,1.57
"7298","Male",18,202,104.6,2.73
"7299","Male",18,178,82.8,1.59
"7300","Female",19,179,79.2,3.18
"7301","Male",19,188,85.4,2.34
"7302","Female",20,163,66.7,1.05
"7303","Male",21,177,74.4,2.16
"7304","Female",21,165,70.3,1.11
"7305","Male",24,184,86.7,1.08
"7306","Male",40,176,74.7,1.51
"7307","Female",22,173,71,1.13
"7308","Male",21,179,82.5,3.59
"7309","Female",21,171,71.4,1.63
"7310","Female",23,150,62.7,2.74
"7311","Male",22,176,70.5,2.54
"7312","Female",21,166,68.4,2.15
"7313","Male",19,179,76.9,2.96
"7314","Female",20,175,73.1,2.27
"7315","Male",22,174,70.7,2.66
"7316","Female",20,150,59.5,1.98
"7317","Male",19,176,70.9,3.71
"7318","Male",20,184,81.8,2.49
"7319","Female",20,161,66.9,1.9
"7320","Male",22,169,64.5,2.46
"7321","Female",21,140,60.6,1.31
"7322","Male",21,170,67.1,1.64
"7323","Female",45,159,65.9,2.82
"7324","Male",19,187,80.5,1.77
"7325","Male",23,181,80,1.35
"7326","Male",22,197,97.2,2.23
"7327","Female",20,162,64.1,3.14
"7328","Female",43,161,68.1,3.38
"7329","Female",24,164,64.8,2.39
"7330","Male",23,190,84.1,1.06
"7331","Male",21,176,78,2.37
"7332","Female",20,161,66.7,3.49
"7333","Female",35,160,66.5,2.21
"7334","Male",19,170,70.2,2.09
"7335","Female",20,171,68.8,1.17
"7336","Female",19,177,76.2,1.16
"7337","Male",20,180,77.3,1.52
"7338","Male",25,191,89.9,1.35
"7339","Female",20,178,83.7,1.3
"7340","Female",21,170,72.1,1.09
"7341","Female",55,158,68.7,2.72
"7342","Female",19,166,68.5,3.3
"7343","Male",20,167,70.2,1.52
"7344","Male",21,174,73.8,2.54
"7345","Female",23,158,66.5,1.69
"7346","Male",21,179,77.6,1.79
"7347","Male",22,174,70,1.75
"7348","Female",19,178,72.8,2.52
"7349","Female",19,164,69.5,2.97
"7350","Male",22,171,72.7,3.01
"7351","Male",19,178,74.5,1.76
"7352","Male",21,164,67.7,1.18
"7353","Male",23,182,79.6,2.47
"7354","Male",20,188,83,2.9
"7355","Male",21,180,77.2,1.2
"7356","Female",21,172,70,1.35
"7357","Male",20,180,83.6,1.08
"7358","Female",26,167,66.5,1.55
"7359","Female",20,170,73.3,1.62
"7360","Female",19,169,66.1,3.63
"7361","Male",20,183,84.9,1.02
"7362","Male",22,190,85.3,3.26
"7363","Male",41,178,73.6,1.89
"7364","Male",22,188,89.8,2.89
"7365","Female",23,158,60.9,2.93
"7366","Male",22,167,69.6,1.22
"7367","Female",21,176,75.6,1.06
"7368","Male",21,184,77.1,1.47
"7369","Male",21,183,78.9,1.19
"7370","Female",22,171,72,1.39
"7371","Male",23,174,72.6,2.94
"7372","Female",21,183,77.5,2.4
"7373","Female",22,155,59.2,1.88
"7374","Male",21,182,81.9,1.61
"7375","Male",20,191,89.7,3.06
"7376","Male",21,164,65.1,2.11
"7377","Male",23,187,86.8,2.75
"7378","Male",20,174,67.5,3.15
"7379","Female",23,162,65.6,1.25
"7380","Female",22,168,68.7,3.91
"7381","Female",20,174,77.5,3.77
"7382","Female",23,167,65.2,1.66
"7383","Female",22,163,66.4,3.23
"7384","Male",21,186,81.6,1.67
"7385","Female",22,162,69,2.14
"7386","Male",22,189,91.5,1.7
"7387","Female",21,141,58.2,1.22
"7388","Male",22,174,75,2.28
"7389","Female",35,161,61.3,3.38
"7390","Male",21,176,73,2.94
"7391","Male",21,178,77.6,3.04
"7392","Male",21,176,80.7,1.54
"7393","Female",26,166,68.8,2.62
"7394","Female",19,154,62.9,1.76
"7395","Female",21,163,65.1,3.08
"7396","Male",24,173,75.8,2.85
"7397","Female",21,157,64.8,3.56
"7398","Male",23,185,88.1,1.18
"7399","Female",59,159,66.5,1.64
"7400","Male",21,174,72.3,1.98
"7401","Male",24,174,77,1.77
"7402","Female",23,173,74,1.25
"7403","Female",21,166,64.4,1.5
"7404","Male",44,184,81,2.87
"7405","Female",19,160,66.7,1.18
"7406","Male",21,186,86.9,1.23
"7407","Male",23,180,80.2,2.59
"7408","Male",25,178,79.6,1.27
"7409","Female",18,163,66.2,3.04
"7410","Male",22,180,75.9,2.7
"7411","Female",22,168,68.5,2.17
"7412","Male",47,168,67.8,3.64
"7413","Male",23,180,84.9,1.1
"7414","Male",22,183,83.3,1.52
"7415","Female",20,152,62.5,2.21
"7416","Male",21,174,70.2,3.14
"7417","Female",19,164,70.8,1.58
"7418","Female",23,170,70.3,3.44
"7419","Female",20,160,63.5,2.17
"7420","Female",21,164,63.5,2.03
"7421","Female",22,163,62.2,1.35
"7422","Male",25,174,75.2,2.06
"7423","Male",26,180,78.1,2.3
"7424","Female",22,166,70,3.28
"7425","Male",63,176,76,3.08
"7426","Female",23,163,70.2,2.29
"7427","Female",20,158,61.7,1.69
"7428","Female",23,167,71.3,1.99
"7429","Male",20,181,79.3,2.44
"7430","Female",26,150,64.9,3.95
"7431","Female",22,180,78.7,2.04
"7432","Male",22,165,66.8,3.1
"7433","Male",26,179,76.5,1.43
"7434","Male",56,178,79,3.97
"7435","Male",21,185,84.5,1.73
"7436","Female",22,167,68.7,1.65
"7437","Male",22,191,93.2,1.95
"7438","Male",22,180,79.7,1.77
"7439","Male",21,180,78.8,1.18
"7440","Female",20,165,67.5,3.44
"7441","Female",23,161,64.6,2.58
"7442","Male",22,175,72.1,2.07
"7443","Female",22,165,68.7,2.19
"7444","Female",26,162,67.1,1.23
"7445","Female",19,163,66.3,3.4
"7446","Female",23,163,68.6,3.08
"7447","Male",22,186,83.6,1.88
"7448","Female",22,157,64.7,1.1
"7449","Female",22,158,67.4,2.77
"7450","Female",19,160,65,3.92
"7451","Female",19,168,69.3,1.18
"7452","Female",20,166,67.8,1.38
"7453","Male",21,174,72.5,1.91
"7454","Female",22,151,63.1,1.64
"7455","Male",21,175,72.1,2.23
"7456","Female",19,176,76.5,1.54
"7457","Male",20,189,89.8,1.19
"7458","Male",21,175,74.1,2.66
"7459","Male",25,178,78.2,2
"7460","Female",21,158,63.6,3.68
"7461","Female",23,154,63.7,1.65
"7462","Male",21,180,78,1.34
"7463","Male",19,181,77.8,2.07
"7464","Female",22,148,59.3,1.65
"7465","Male",22,191,90,1.46
"7466","Male",20,182,78.7,1.55
"7467","Female",19,161,64.6,1.87
"7468","Male",22,186,86.4,2.23
"7469","Male",22,168,72.5,1.23
"7470","Male",51,179,79.6,1.25
"7471","Female",22,160,64.7,3.48
"7472","Male",19,179,76.8,1.2
"7473","Male",24,176,73.6,1.03
"7474","Male",19,188,91,1.18
"7475","Female",41,158,66,1.81
"7476","Female",22,167,65.5,1.63
"7477","Female",21,148,59.9,1.66
"7478","Female",24,151,65.3,3.93
"7479","Male",21,182,76.7,2.42
"7480","Male",22,176,72.2,2.34
"7481","Female",22,153,59.9,2.72
"7482","Male",20,183,78.7,2.48
"7483","Male",20,178,81.6,3.16
"7484","Female",46,162,66.3,3.85
"7485","Male",20,178,77.1,1.76
"7486","Female",19,180,82.2,3.57
"7487","Female",21,174,74,2.62
"7488","Female",18,164,69.1,1.91
"7489","Female",20,164,69.4,1.61
"7490","Male",25,185,82.8,1.95
"7491","Male",19,199,101.5,1.48
"7492","Male",22,176,74.5,1.19
"7493","Female",26,172,72.3,1.14
"7494","Female",24,155,61.8,1.41
"7495","Female",21,158,59.4,3.17
